,description,link
232,"American Airlines Flight 1, a Boeing 707, crashes in Jamaica Bay, Queens, New York, due to a rudder malfunction, killing all 95 passengers and crew on board.",/wiki/American_Airlines_Flight_1
233,"Caledonian Airways Flight 153, a Douglas DC-7, crashes into a jungle swamp at Douala, Cameroon, killing all 111 on board.",/wiki/Caledonian_Airways_Flight_153
234,A Turkish Airlines Fairchild F-27 crashes into the Bolkar Mountains while on approach to Adana Airport; all 11 on board die.,/wiki/1962_Turkish_Airlines_Taurus_Mountains_crash
235,"Flying Tiger Line Flight 739, a Lockheed L-1049 Super Constellation chartered by the United States military, and carrying 96 American soldiers en route to South Vietnam, disappears over the western Pacific.",/wiki/Flying_Tiger_Line_Flight_739
236,"In the 1962 Channel Airways Dakota accident, a Douglas Dakota flies into a hill on the Isle of Wight in bad weather, 12 killed.",/wiki/1962_Channel_Airways_Dakota_accident
237,"Continental Airlines Flight 11, a Boeing 707, breaks up in mid-air near Unionville, Missouri, after a passenger's bomb exploded in the lavatory; all 45 people on board are killed.",/wiki/Continental_Airlines_Flight_11
238,"Air France Flight 007, a chartered Boeing 707, overruns the runway on takeoff and burns down after the pilot rejected takeoff, killing many of Atlanta, Georgia's civic and cultural leaders; two flight attendants are the only survivors, as 130 die in the worst single-aircraft accident to that date.",/wiki/Air_France_Flight_007
239,"Air France Flight 117, an international scheduled multi-leg Boeing 707 crashes in a forest hill on the island of Guadeloupe, while approaching Pointe-à-Pitre International Airport; 113 die in that accident with no survivors; the cause of the crash is never determined.",/wiki/Air_France_Flight_117
240,"Aeroflot Flight 902, a Tupolev Tu-104, is shot down by a missile near Voznesenka, Krasnoyarsk Krai; all 84 die in Russia's worst air accident at that time.",/wiki/Aeroflot_Flight_902
241,"Alitalia Flight 771, a Douglas DC-8, hits high terrain while descending due to navigation error near Junnar, Maharashtra, India; all 94 die.",/wiki/Alitalia_Flight_771
242,"United Arab Airlines Flight 869, a de Havilland DH-106 Comet 4C on an international scheduled flight from Hong Kong to Cairo via Bangkok, crashes into the Khao Yai mountain while descending to Bangkok; all 26 die.",/wiki/United_Arab_Airlines_Flight_869_(1962)
243,"Canadian Pacific Air Lines Flight 301, a Bristol Britannia, crashes during an attempted ""go-around"" following a three-engined approach at Honolulu International Airport, killing 27 of 40 on board.",/wiki/Canadian_Pacific_Air_Lines_Flight_301
244,"United Airlines Flight 297, a Vickers Viscount 745D, crashes near Ellicott City, Maryland, following a bird strike; all 17 people on board die.",/wiki/United_Airlines_Flight_297
245,"Eastern Air Lines Flight 512, a Douglas DC-7B, crashes as a result of pilot error during a missed approach at New York's Idlewild Airport; 25 of 51 on board are killed.",/wiki/Eastern_Air_Lines_Flight_512
246,"A LOT Polish Airlines Vickers Viscount crashes on approach to Warsaw-Okecie Airport due to loss of control, killing all 33 passengers and crew on board.",/wiki/1962_LOT_Vickers_Viscount_Warsaw_crash
247,"Northwest Orient Airlines Flight 705, a Boeing 720, breaks up in turbulence associated with a severe thunderstorm and crashes into the Everglades; all 43 passengers and crew members on board are killed.",/wiki/Northwest_Orient_Airlines_Flight_705
248,"Mohawk Airlines Flight 121, a Martin 4-0-4, crashes near Rochester, New York, while attempting takeoff, killing seven of the 43 people on board.",/wiki/Mohawk_Airlines_Flight_121
249,"New Zealand National Airways Corporation Flight 441, a Douglas DC-3 en route from Whenuapai Airport, Auckland to Tauranga, crashes into the Kaimai Ranges; all 23 aboard die, making it the worst air disaster in mainland New Zealand to date.",/wiki/New_Zealand_National_Airways_Corporation_Flight_441
250,"United Arab Airlines Flight 869, a de Havilland Comet 4C, crashes into the sea while on approach to Bombay Airport, India, killing all 63 on board.",/wiki/United_Arab_Airlines_Flight_869_(1963)
251,"An Aeroflot Tupolev Tu-124 ditches in the Neva river in Leningrad after engine failure; there are no fatalities among the 52 on board, but the aircraft is destroyed.",/wiki/1963_Aeroflot_Tupolev_Tu-124_Neva_river_ditching
252,"Swissair Flight 306, a Sud Aviation Caravelle, crashes near Dürrenäsch, Switzerland, due to an in-flight fire, killing all 80 on board.",/wiki/Swissair_Flight_306
253,"Aero Flight 217, a Douglas DC-3, crashes in poor visibility near the Mariehamn Airport, killing 22 out of 25 on board.",/wiki/Aero_Flight_217
254,"Trans-Canada Air Lines Flight 831, a Douglas DC-8, crashes shortly after takeoff from Montreal/Dorval Airport, killing all 118 people on board.",/wiki/Trans-Canada_Air_Lines_Flight_831
255,"Pan Am Flight 214, a Boeing 707, is struck by positive lightning and crashes near Elkton, Maryland, killing all 81 people on board.",/wiki/Pan_Am_Flight_214
256,"Eastern Air Lines Flight 304, a Douglas DC-8 flying from New Orleans International Airport to Washington National Airport, crashes into Lake Pontchartrain, killing all 51 passengers and seven crew aboard.",/wiki/Eastern_Air_Lines_Flight_304
257,"British Eagle International Airlines Flight 802, a Bristol Britannia, crashes into a mountain near Innsbruck, Austria. All 75 passengers and 8 crew are killed in the crash.",/wiki/British_Eagle_International_Airlines_Flight_802
258,"Pacific Air Lines Flight 773, a Fairchild F27, crashes near San Ramon, California, killing all 44 aboard, after a passenger shoots both the captain and first officer before turning the gun on himself.",/wiki/Pacific_Air_Lines_Flight_773
259,"Civil Air Transport Flight 106, a Curtiss C-46, crashes near Shenkang, Taiwan, killing all 57 on board.",/wiki/Civil_Air_Transport_Flight_106
260,"United Airlines Flight 823, a Vickers Viscount, crashes near Parrottsville, Tennessee, after a fire on board; all 39 passengers and crew die.",/wiki/United_Airlines_Flight_823
261,"Aeroflot Flight 721, an Ilyushin Il-18, crashes into a hillside while on approach to Yuzhno-Sakhalinsk Airport due to pilot error, killing 87 of 93 on board.",/wiki/Aeroflot_Flight_721
262,"Bonanza Air Lines Flight 114, a Fairchild F27, flies into a mountain in poor weather while on a nighttime approach to Las Vegas, Nevada; all 29 aboard perish when the plane crashes only 10 feet (3 m) below a ridge.",/wiki/Bonanza_Air_Lines_Flight_114
263,"Linjeflyg Flight 277, a Convair CV-340, crashes during the approach to Engelholm, Sweden, when, in instrument meteorological conditions, the crew abandons the set procedure and descends prematurely; 31 people are killed; 12 survive.",/wiki/Linjeflyg_Flight_277
264,"TWA Flight 800, a Boeing 707, suffers engine failure and crashes at Leonardo da Vinci-Fiumicino Airport, killing 50 of 73 on board; the cause is an inoperative thrust reverser.",/wiki/TWA_Flight_800_(1964)
265,"Flying Tiger Line Flight 282, a Lockheed Constellation, crashes near San Bruno, California, after an unexplained course deviation, killing the crew of three.",/wiki/Flying_Tiger_Line_Flight_282
266,"LAN Chile Flight 107, a Douglas DC-6, crashes shortly after takeoff from Santiago-Los Cerrillos Airport in Santiago, Chile. All 87 passengers and crew on board are killed.",/wiki/LAN_Chile_Flight_107
267,"Eastern Air Lines Flight 663, a Douglas DC-7B on takeoff, overreacts in avoiding Pan Am Flight 212 (a Boeing 707) on approach, loses control, and crashes into the ocean several miles off Jones Beach State Park, New York, killing all 84 on board.",/wiki/Eastern_Air_Lines_Flight_663
268,"British United Airways Flight 1030X, a Douglas C-47, crashes on landing at Jersey Airport due to pilot error; of the 27 passengers and crew on board, only a flight attendant survives.",/wiki/British_United_Airways_Flight_1030X
269,"Iberia Airlines Flight 401, a Lockheed L-1049 Super Constellation, crashes after striking a tractor on the runway at Los Rodeos Airport, Tenerife, during a go-around in foggy weather; 30 of 49 passengers and crew die.",/wiki/Iberia_Airlines_Flight_401
270,"PIA Flight 705, a Boeing 720, crashes on descent to Cairo International Airport, killing 119 of 125 on board in the worst-ever accident involving the 720.",/wiki/PIA_Flight_705
271,"Continental Airlines Flight 12, a Boeing 707, runs off the end of the runway at Kansas City Downtown Airport, breaking into three pieces; all 66 on board survive.",/wiki/Continental_Airlines_Flight_12
272,"Canadian Pacific Air Lines Flight 21, a Douglas DC-6, crashes near 100 Mile House, British Columbia, after the explosion of a device in the lavatory; all 46 passengers and six crew aboard perish.",/wiki/Canadian_Pacific_Air_Lines_Flight_21
273,"A Skyways Coach-Air Avro 748 crashes on landing at Lympne Airport, Kent, United Kingdom, due to a waterlogged runway; all 52 on board survive; this crash marks the first loss of the Avro 748/HS 748.",/wiki/1965_Skyways_Coach-Air_Avro_748_crash
274,"United Airlines Flight 389, a Boeing 727, crashes into Lake Michigan at night, after the pilots apparently misread their altimeters; all 24 passengers and six crew perish in the first fatal crash of the Boeing 727.",/wiki/United_Airlines_Flight_389
275,"Pan Am Flight 292, a Boeing 707, crashes into Chances Peak, Montserrat, in stormy weather; all 30 on board die.",/wiki/Pan_Am_Flight_292
276,"American Airlines Flight 383, a Boeing 727, crashes while on approach to Greater Cincinnati airport; of the 62 people on board, one flight attendant and three passengers survive.",/wiki/American_Airlines_Flight_383
277,"United Airlines Flight 227, a Boeing 727, crashes short of the runway during landing at Salt Lake City International Airport, Utah; 43 of 91 aboard are killed.",/wiki/United_Airlines_Flight_227
278,"Aeroflot Flight 99, a Tupolev Tu-124, crashes near Murmansk, Russia, due to pilot error, killing 32 of 64 on board.",/wiki/Aeroflot_Flight_99
279,"The 1965 Carmel mid-air collision; Eastern Air Lines Flight 853, a Lockheed Super Constellation, collides with TWA Flight 42, a Boeing 707 over Carmel, New York. Flight 42 makes an emergency landing at John F. Kennedy International Airport; Flight 853 is forced to crash land on Hunt Mountain near Danbury, Connecticut, killing three passengers and one of the pilots on board. No casualties are reported on board Flight 42.",/wiki/1965_Carmel_mid-air_collision
280,"Avianca Flight 4, a Douglas C-54, suffers engine failure and crashes off Cartagena, Colombia, killing 56 of the 64 on board.",/wiki/Avianca_Flight_4
281,"Air India Flight 101, a Boeing 707",/wiki/Air_India_Flight_101
282,"Lufthansa Flight 005, a Convair 440, crashes at Bremen Airport; all 46 on board perish.",/wiki/Lufthansa_Flight_005
283,"Pakistan International Airlines Flight 17, a Sikorsky S-61 helicopter, crashes near Faridpur, Bangladesh, Pakistan; of the 23 on board, only a passenger survives.",/wiki/PIA_Flight_17
284,"All Nippon Airways Flight 60, a Boeing 727-100, crashes into Tokyo Bay, Japan; all 133 aboard are killed in Japan's worst air disaster at that time.",/wiki/All_Nippon_Airways_Flight_60
285,"Canadian Pacific Air Lines Flight 402 (CP402), a McDonnell Douglas DC-8-43, crashes on landing at Tokyo International Airport in Japan, killing 64 passengers and crew; eight passengers survive.",/wiki/Canadian_Pacific_Air_Lines_Flight_402
286,"BOAC Flight 911, a Boeing 707 bound for Hong Kong, breaks up in mid-air and crashes at Mount Fuji near Gotenba, Japan, killing all 124 passengers and crew.",/wiki/BOAC_Flight_911
287,"United Arab Airlines Flight 749, an Antonov An-24, crashes while attempting to land at Cairo International Airport. All 30 passengers and crew on board are killed.",/wiki/United_Arab_Airlines_Flight_749
288,"American Flyers Flight 280, an Lockheed L-188 Electra, crashes into a hill short of Ardmore Municipal Airport in Oklahoma, United States. 83 of the 98 passengers and crew on board are killed.",/wiki/American_Flyers_Flight_280
289,"LANSA Flight 501, a Lockheed L-749A Constellation, crashes into a mountain in Tomas District, Peru, killing all 49 passengers and crew on board.",/wiki/LANSA_Flight_501
290,"All 42 on board are killed when Braniff Flight 250, a BAC One-Eleven, flies into an active squall line and breaks apart in mid-air near Falls City, Nebraska.",/wiki/Braniff_Flight_250
291,"Britannia Airways Flight 105, a Bristol Britannia, crashes on approach to Jože Pučnik Airport, Slovenia, due to an incorrectly set altimeter, killing 98 of 117 passengers and crew on board.",/wiki/Britannia_Airways_Flight_105
292,"Ansett-ANA Flight 149, a Vickers Viscount, crashes near Winton, Queensland, Australia, killing all 24 people on board.",/wiki/Ansett-ANA_Flight_149
293,"West Coast Airlines Flight 956 crashes with 18 fatalities 5.5 miles (8.9 km) south of Wemme, Oregon, marking the first loss of a Douglas DC-9.",/wiki/West_Coast_Airlines_Flight_956
294,"All Nippon Airways Flight 533, a NAMC YS-11, plunges into Seto Inland Sea after an overrun at Matsuyama Airport, Shikoku, Japan, killing all 50 passengers and crew; this crash is the first loss of a YS-11.",/wiki/All_Nippon_Airways_Flight_533
295,"Pan Am Flight 708, a Boeing 727, crashes near Berlin, Germany; all three crew members are killed.",/wiki/Pan_Am_Flight_708
296,"TABSO Flight 101, an Ilyushin IL-18B, crashes into a wooded hillside shortly after takeoff from Bratislava, Czechoslovakia, killing all 82 aboard.",/wiki/TABSO_Flight_101
297,"Garuda Indonesia Flight 708, a Lockheed L-188 Electra, crashes on landing at Sam Ratulangi Airport, killing 22 of 84 passengers on board; all 8 crew survive.",/wiki/Garuda_Indonesia_Flight_708
298,"Lake Central Flight 527, a Convair 340, crashes near Marseilles, Ohio, after a propeller detaches and severs the fuselage, causing a loss of control; all 38 on board die.",/wiki/Lake_Central_Flight_527
299,"Varig Airlines Flight 837, a Douglas DC-8, crashes while on approach to Roberts International Airport due to pilot error, killing 51 of 90 on board as well as 5 on the ground.",/wiki/Varig_Airlines_Flight_837
300,"TWA Flight 553, a McDonnell Douglas DC-9, collides with a Beechcraft Baron near Dayton, Ohio, killing all 26 on both planes.",/wiki/TWA_Flight_553
301,"South African Airways Flight 406, a Vickers Viscount 818, crashes into the sea while on approach to East London, South Africa, killing all 25 passengers and crew on board; the pilot of the plane suffered a fatal heart attack while on approach and the co-pilot was unable to regain control of the aircraft.",/wiki/South_African_Airways_Flight_406
302,"The 1967 Nicosia Britannia disaster: a Globe Air-operated Bristol Britannia on a charter flight in bad weather near Lakatamia, Cyprus, killing 126 of the 130 on board.",/wiki/1967_Nicosia_Britannia_disaster
303,"In the Stockport air disaster, a British Midland Canadair C-4 Argonaut carrying passengers returning from Palma de Mallorca is on approach to Manchester Airport when an engine loses power because of a design failure in the aircraft's fuel system; of the 84 passengers aboard, 72 were killed",/wiki/Stockport_air_disaster
304,"Mohawk Airlines Flight 40, a BAC One-Eleven, crashes in Blossburg, Pennsylvania, killing all 34 people on board.",/wiki/Mohawk_Airlines_Flight_40
305,"Thai Airways International Flight 601, a Sud Aviation Caravelle, crashes into the sea on landing at Kai Tak Airport, killing 24 of 80 on board.",/wiki/Thai_Airways_International_Flight_601
306,"Piedmont Airlines Flight 22, a Boeing 727 departing from Asheville, North Carolina, crashes shortly after takeoff after a mid-air collision with a twin-engine Cessna 310 on instrument approach to Asheville; all 82 passengers and crew on both aircraft die.",/wiki/Piedmont_Airlines_Flight_22
307,"ČSA Flight 523, an Ilyushin Il",/wiki/%C4%8CSA_Flight_523
308,"Cyprus Airways Flight 284, a De Havilland Comet, is destroyed by a bomb over the Mediterranean; all 66 passengers and crew perish in the crash.",/wiki/Cyprus_Airways_Flight_284
309,"Iberia Airlines Flight 062, a Sud Aviation Caravelle, crashes at Black Down Hill, Sussex, United Kingdom; all 37 passengers and crew are killed.",/wiki/Iberia_Airlines_Flight_062
310,"TWA Flight 159, a Boeing 707, overruns the runway at Greater Cincinnati Airport and catches fire; all on board escape the aircraft, but a passenger dies four days later.",/wiki/TWA_Flight_159
311,"Aeroflot Flight 2230, an Ilyushin Il-18, crashes just after takeoff from Koltsovo Airport, killing all 107 passengers and crew on board in the worst-ever accident involving the Il-18; the cause of the crash remains undetermined.",/wiki/Aeroflot_Flight_2230
312,"TWA Flight 128, a Convair 880, crashes in Constance, Kentucky, on approach to Greater Cincinnati Airport, killing 70 of 82 persons on board.",/wiki/TWA_Flight_128
313,"Air France Flight 212, a Boeing 707, crashes into the northwestern slope of La Soufrière Mountain in Guadeloupe with the loss of all 63 lives on board.",/wiki/Air_France_Flight_212_(1968)
314,"Aer Lingus Flight 712, a Vickers Viscount 803, crashes off the Irish coast; all 61 on board perish.",/wiki/Aer_Lingus_Flight_712
315,"BOAC Flight 712, a Boeing 707, suffers an engine fire after takeoff from London Heathrow Airport; the plane makes an emergency landing at Heathrow, but five of 127 aboard die in the resulting fire.",/wiki/BOAC_Flight_712
316,"South African Airways Flight 228, a Boeing 707, crashes just after takeoff from Strijdom International Airport, Windhoek, South West Africa (now Namibia), due to pilot error; of the 128 on board, only 5 survive.",/wiki/South_African_Airways_Flight_228
317,"Braniff Flight 352, a Lockheed L-188A Super Electra en route from Houston, Texas to Dallas, breaks up in mid-air in a thunderstorm and crashes near Dawson, Texas; killing its five crew and 80 passengers. Nine years earlier Braniff Flight 542 crashes 49 miles (79 km) away in Buffalo.",/wiki/Braniff_Flight_352
318,"Los Angeles Airways Flight 841, a Sikorsky S-61L, crashes near Paramount, California, resulting in the loss of 23 lives.",/wiki/Los_Angeles_Airways_Flight_841
319,"Seaboard World Airlines Flight 253A, a Douglas DC-8, is forced to land in the Soviet Union; on board are over 200 American troops bound for Vietnam.",/wiki/Seaboard_World_Airlines_Flight_253A
320,"In the 1968 BKS Air Transport Heathrow crash, an Airspeed Ambassador freight aircraft experiences metal fatigue and crashes while landing, striking two unoccupied British European Airways airliners. Six of the freighter's crew of eight are killed, as are eight racehorses being transported. All Airspeed Ambassadors are grounded until a redesign strengthens the flaps. One of the BEA aircraft is repaired but is lost in the 1972 Staines air disaster.",/wiki/1968_BKS_Air_Transport_Heathrow_crash
321,Three members of Popular Front for the Liberation of Palestine hijack El Al Flight 426 from Rome to Tel Aviv. Diverting to Algiers the negotiations extend over forty days. Both the hijackers and the hostages go free.,/wiki/El_Al_Flight_426_hijacking
322,"Los Angeles Airways Flight 417, a Sikorsky S-61L prototype, crashes in Compton, California, resulting in the loss of 21 lives.",/wiki/Los_Angeles_Airways_Flight_417
323,"Air France Flight 1611, a Sud Aviation SE-210 Caravelle, is shot down by a missile near Nice, France, killing all 95 passengers and crew on board.",/wiki/Air_France_Flight_1611
324,"Northeast Airlines Flight 946, a Fairchild 227, crashes near Etna, New Hampshire, killing 32 passengers and crew.",/wiki/Northeast_Airlines_Flight_946
325,"Japan Airlines Flight 2, a Douglas DC-8, ditches in San Francisco Bay as a result of pilot error, all on board survive.",/wiki/Japan_Airlines_Flight_2
326,"Wien Consolidated Airlines Flight 55, a Fairchild F-27B, crashes into Pedro Bay, Alaska. All 39 passengers and crew on board are killed.",/wiki/Wien_Consolidated_Airlines_Flight_55
327,"Pan Am Flight 217, a Boeing 707, crashes near Caracas, Venezuela, as a result of pilot error; all 51 on board die.",/wiki/Pan_Am_Flight_217
328,"Allegheny Airlines Flight 736, a Convair CV-580, crashes while on approach to Bradford Regional Airport. 20 of the 47 passengers and crew on board are killed.",/wiki/Allegheny_Airlines_Flight_736
329,"North Central Airlines Flight 458, a Convair CV-580, crashes into a hangar at O'Hare International Airport in Chicago, Illinois, killing 27 of the 45 people on board and one person on the ground.",/wiki/North_Central_Airlines_Flight_458
330,"MacRobertson Miller Airlines Flight 1750, a Vickers Viscount, crashes near Port Hedland in Western Australia, killing all 26 people on board.",/wiki/MacRobertson_Miller_Airlines_Flight_1750
331,"Ariana Afghan Airlines Flight 701, a Boeing 727-100C, arriving at London Gatwick Airport from Frankfurt Airport crashes into a house in dense fog, killing 48 of the 62 persons aboard; a married couple living at the house also die, but their baby survives.",/wiki/Ariana_Afghan_Airlines_Flight_701
332,"Allegheny Airlines Flight 737, a Convair CV-580, crashes while on approach to Bradford Regional Airport. 11 of the 28 passengers and crew on board are killed.",/wiki/Allegheny_Airlines_Flight_737
333,"Scandinavian Airlines Flight 933, a Douglas DC-8, crashes into Santa Monica Bay due to pilot error, killing 15 of 45 on board.",/wiki/Scandinavian_Airlines_Flight_933
334,"United Airlines Flight 266, a Boeing 727, en route from Los Angeles to Milwaukee loses all electrical power and crashes into Santa Monica Bay; six crew and 32 passengers are killed.",/wiki/United_Airlines_Flight_266
335,"Hawthorne Nevada Airlines Flight 708, a Douglas DC-3, crashes near Lone Pine, California, killing all 35 people on board.",/wiki/Hawthorne_Nevada_Airlines_Flight_708
336,"Far Eastern Air Transport Flight 104, a Handley Page Dart Herald, suffers engine failure and crashes while on approach to Tainan Airport, Taiwan; all 36 on board die.",/wiki/Far_Eastern_Air_Transport_Flight_104
337,"Prinair flight 277, a de Havilland Heron, crashes into mountainous territory at Luquillo, Puerto Rico, killing all 19 people on board; 2 crew and 17 passengers.",/wiki/Prinair_flight_277
338,"Viasa Flight 742, a McDonnell Douglas DC-9-30, crashes on takeoff from Maracaibo, Venezuela. All 84 passengers on board, plus 71 people on the ground are killed in the crash. At 155 people dead, it was the worst aviation disaster in history at that time.",/wiki/Viasa_Flight_742
339,"In the 1969 Aswan Ilyushin Il-18 crash, a United Arab Airlines flight crashes while attempting to land at Aswan International Airport. 100 of the 105 passengers and crew on board are killed.",/wiki/1969_Aswan_Ilyushin_Il-18_crash
340,"LOT Polish Airlines Flight 165, an Antonov An-24, crashes in southern Poland, killing all 53 people on board.",/wiki/LOT_Polish_Airlines_Flight_165
341,"LAN Chile Flight 160, a Boeing 727, crashes near Colina, Chile; all 60 on board survive.",/wiki/LAN_Chile_Flight_160
342,"Mexicana Flight 704, a Boeing 727, crashes near Salinas Victoria in Mexico. All 79 passengers and crew on board are killed.",/wiki/Mexicana_Flight_704
343,"In the TWA Flight 840 hijacking, two operatives from the Popular Front for the Liberation of Palestine force a Boeing 707 to land at Damascus, Syria; all passengers are released except for two passengers who are released two months later; there are no casualties to the 127 on board, but the aircraft's nose section is blown up.",/wiki/TWA_Flight_840_hijacking_(1969)
344,"Allegheny Airlines Flight 853, a Douglas DC-9, collides in flight with a Piper PA-28 Cherokee and crashes near Fairland, Indiana, killing all 83 occupants aboard the two aircraft.",/wiki/Allegheny_Airlines_Flight_853
345,"Philippine Airlines Flight 158, a BAC One-Eleven, crashes on approach to Manila International Airport, killing 45 of the 47 passengers and crew on board.",/wiki/Philippine_Airlines_Flight_158
346,"Mohawk Airlines Flight 411, a Fairchild 227, crashes near Glens Falls, New York, killing all 14 people on board.",/wiki/Mohawk_Airlines_Flight_411
347,"Nigeria Airways Flight 825, a Vickers VC-10, crashes on approach to Lagos International Airport killing all 87 passengers and crew on board.",/wiki/Nigeria_Airways_Flight_825
348,"Air France Flight 212, a Boeing 707-328B, crashes into the sea shortly after takeoff from Simón Bolívar International Airport with the loss of all 62 on board.",/wiki/Air_France_Flight_212_(1969)
349,"Olympic Airways Flight 954, a DC-6, crashes into Mt. Paneio while on approach to Athens-Ellinikon International Airport. All 90 passengers and crew on board are killed.",/wiki/Olympic_Airways_Flight_954
350,In the Spantax Convair crash; five of the ten people on board were killed when the aircraft crashed shortly after takeoff from Stockholm Arlanda Airport.,/wiki/1970_Spantax_Convair_crash
351,"Aerolíneas Argentinas Flight 707, a Hawker Siddeley HS 748, crashes near Loma Alta, Argentina, killing all 37 on board.",/wiki/Aerol%C3%ADneas_Argentinas_Flight_707
352,In the Dominicana DC-9 air disaster; all 102 persons on board are killed when the aircraft crashes shortly after takeoff from Santo Domingo in the Dominican Republic.,/wiki/Dominicana_DC-9_air_disaster
353,"A bomb in the cargo hold of Swissair Flight 330, a Convair CV-990, detonates nine minutes after takeoff from Zurich International Airport, Switzerland; all 38 passengers and nine crew perish.",/wiki/Swissair_Flight_330
354,"Japan Airlines Flight 351, a Boeing 727, is hijacked to North Korea by a Japanese Red Army faction.",/wiki/Japan_Airlines_Flight_351
355,"Philippine Airlines Flight 215, a Hawker Siddeley HS 748, explodes in mid-air and crashes 75 mi (121 km) north of Manila; killing all 36 on board; a bomb is suspected.",/wiki/Philippine_Airlines_Flight_215
356,"ALM Flight 980, a Douglas DC-9 operated by Overseas National Airways, ditches near St. Croix, Virgin Islands, killing 23, including two infants and one crew member; 40, including 4 crew members, survive.",/wiki/ALM_Flight_980
357,"The 1970 Dan-Air de Havilland Comet crash takes place near Girona, Spain, due to a navigation error, killing all 112 on board.",/wiki/1970_Dan-Air_de_Havilland_Comet_crash
358,"Air Canada Flight 621, a Douglas DC-8, explodes following a failed landing at Toronto Pearson International Airport, with 109 fatalities.",/wiki/Air_Canada_Flight_621
359,"LANSA Flight 502, a Lockheed L-188 Electra turboprop, crashes and burns shortly after takeoff from Cuzco, Peru, killing 99 people on the plane and two on the ground; among the dead are 49 U.S. high school exchange students.",/wiki/LANSA_Flight_502
360,"China Airlines Flight 206, a NAMC YS-11, crashes in thick fog and a severe thunderstorm into Yuan Mountain, near Taipei International Airport, killing 14 of 31 people on board.",/wiki/China_Airlines_Flight_206
361,"The Popular Front for the Liberation of Palestine orchestrates the Dawson's Field hijackings of El Al Flight 219 (Boeing 707), Pan Am Flight 93 (Boeing 747), Swissair Flight 100 (Douglas DC-8), TWA Flight 741 (Boeing 707), and (on September 9) BOAC Flight 775 (Vickers VC10); the unprecedented scale of the incident draws international outrage and plays a major role in instigating the eventual widespread implementation of air passenger screening, heretofore done only haphazardly and inconsistently; Flight 93 is the first ever loss of the Boeing 747.",/wiki/Dawson%27s_Field_hijackings
362,"In what is known as the Wichita State Crash, a Martin 4-0-4 aircraft crashes near Silver Plume, Colorado; it is one of two planes carrying the Wichita State University football team to Logan, Utah, for a match. Of the 40 people on board, 31 are killed.",/wiki/Wichita_State_University_football_team_plane_crash
363,"Southern Airways Flight 932, a chartered Douglas DC-9, crashes on approach at Tri-State Airport in Huntington, West Virginia, killing all 75 on board, including 37 players of the Marshall University football team and all but one of the coaching staff.",/wiki/Southern_Airways_Flight_932
364,"Two nearly identical accidents 9 days apart: 1971 January 22 Surgut Aeroflot Antonov An-12 crash and 1971 January 31 Surgut Aeroflot Antonov An-12 crash, in which two An-12s crash due to icing while on approach to Surgut International Airport; all (14 and 7 respectively) on board are killed.",/wiki/1971_January_22_Surgut_Aeroflot_Antonov_An-12_crash
365,"Aviogenex Flight 130, a Tupolev Tu-134, crashes while landing at Rijeka Airport due to pilot error, killing 78 of the 83 on board.",/wiki/Aviogenex_Flight_130
366,"A United States Marine Corps McDonnell Douglas F-4B Phantom II fighter jet collides with Hughes Airwest Flight 706, a Douglas DC-9, which crashes into the San Gabriel Mountains near Duarte, California, killing all 49 people aboard; the pilot of the Phantom also dies, while his radar intercept officer successfully bails out.",/wiki/Hughes_Airwest_Flight_706
367,Allegheny Airlines Flight 485 crashes while on approach to New Haven Regional Airport. 28 of the 31 passengers and crew on board are killed in the accident.,/wiki/Allegheny_Airlines_Flight_485
368,"Toa Domestic Airlines Flight 533, a NAMC YS-11, hits Yokotsudake (Yokotsu Mountain) near Hakodate Airport, Hokkaidō, Japan, killing all 68 passengers and crew in the worst ever disaster involving the YS-11.",/wiki/Toa_Domestic_Airlines_Flight_533
369,"All Nippon Airways Flight 58, a Boeing 727-200, collides with a JSDF F-86 fighter jet at Shizukuishi near Morioka, Japan, killing all 162 passengers and crew; the JSDF pilot parachutes to safety, and is later arrested by local police on suspicion of colliding with a civilian aircraft.",/wiki/All_Nippon_Airways_Flight_58
370,"Pan Am Flight 845, a Boeing 747-100, attempted takeoff from San Francisco while using incorrect takeoff speeds for the selected runway and flap position, resulting in a collision with approach lighting structures as the plane began lifting off the runway. The flight then dumps fuel and returns for an emergency landing at SFO, with only one of its four hydraulic/flight control systems still functional. Two passengers are seriously injured by the damage from the initial impact during takeoff, and 27 others suffer injuries during the evacuation.",/wiki/Pan_Am_Flight_845
371,"Alaska Airlines Flight 1866, a Boeing 727, crashes into a mountain in the Tongass National Forest near Juneau, Alaska, killing all 111 on board.",/wiki/Alaska_Airlines_Flight_1866
372,"Paninternational Flight 112, a BAC One-Eleven, suffers dual engine failure just after takeoff and crashes onto the A7 near Hamburg Airport, killing 22 of 121 on board.",/wiki/Paninternational_Flight_112
373,"British European Airways Flight 706, a Vickers Vanguard, breaks up in mid-air due to corrosion and crashes near Aarsele, Belgium, killing all 63 passengers and crew on board.",/wiki/British_European_Airways_Flight_706
374,"In the 1971 Indian Ocean Vickers Viscount crash, a Merpati Nusantara Airlines plane crashes into the Indian Ocean off Padang, Indonesia, in bad weather, killing all 66 on board.",/wiki/1971_Indian_Ocean_Vickers_Viscount_crash
